_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
677884,135,PS-00460,,,Steeles Ave E,North,Strawberry Hills Dr,East,10090,23,,Corral,Existing,K4110090,0,322487.327,4854476.858,-79.280081541,43.830047463999996,"{u'type': u'Point', u'coordinates': (-79.2800815438, 43.8300474649)}"
677885,136,PS-00462,,,Steeles Ave E,North,Strawberry Hills Dr,East,10091,23,,Corral,Existing,K4110091,0,322920.606,4854618.756,-79.27468952699999,43.831314196,"{u'type': u'Point', u'coordinates': (-79.2746895299, 43.8313141962)}"
677886,138,PS-00468,5319,Yonge St,Yonge St,East,Church Ave,South,10117,18,,Corral,Existing,K2310117,0,311739.6,4848172.952,-79.413796635,43.773484319,"{u'type': u'Point', u'coordinates': (-79.4137966359, 43.7734843237)}"
677887,139,PS-00472,200,Finch Ave W,Finch Ave W,North,Grantbrook St,West,10120,18,,Corral,Existing,K2310120,0,310258.282,4848474.971,-79.432194407,43.776215238,"{u'type': u'Point', u'coordinates': (-79.432194408, 43.7762152415)}"
677888,140,PS-00474,4931,Bathurst St,Bathurst St,East,Finch Ave W,South,10121,18,,Corral,Existing,K2310121,0,309414.165,4848161.435,-79.44268315,43.773398795,"{u'type': u'Point', u'coordinates': (-79.4426831543, 43.7733987936)}"
677889,141,PS-00480,270,Scarlett Rd,Scarlett Rd,West,East Dr,North,10197,5,,Corral,Existing,K1110197,0,304291.38300000003,4837463.121,-79.506307892,43.677114863,"{u'type': u'Point', u'coordinates': (-79.5063078947, 43.677114868)}"
677890,142,PS-00510,1343,Yonge St,Yonge St,East,Rosehill Ave,South,10226,12,Yonge & St. Clair,Corral,Existing,K2210226,0,313421.845,4838436.36,-79.393055956,43.685825441000006,"{u'type': u'Point', u'coordinates': (-79.3930559572, 43.6858254434)}"
677891,143,PS-00514,480,Avenue Rd,St Clair Ave W,North,Avenue Rd,West,10228,12,,Corral,Existing,K2210228,0,312710.533,4838531.714,-79.401877548,43.686691663000005,"{u'type': u'Point', u'coordinates': (-79.4018775498, 43.6866916666)}"
677892,144,PS-00516,544,St Clair Ave W,St Clair Ave W,North,Vaughan Rd,West,10231,12,Wychwood Heights,Corral,Existing,K2110231,0,311182.604,4838090.756,-79.420835217,43.68273717,"{u'type': u'Point', u'coordinates': (-79.4208352193, 43.6827371696)}"
677893,145,PS-00520,1264,York Mills Rd,York Mills Rd,North,Fenside Dr,East,10233,16,,Corral,Existing,K3410233,0,318695.06,4846780.176,-79.3274326,43.760849936999996,"{u'type': u'Point', u'coordinates': (-79.3274325945, 43.7608499364)}"
677894,146,PS-00522,5935,Yonge St,Yonge St,East,Cummer Ave,North,10318,18,,Corral,Existing,K2410318,0,311460.03,4849712.866,-79.41725032,43.787347875,"{u'type': u'Point', u'coordinates': (-79.417250322, 43.7873478814)}"
677895,147,PS-00526,215,McNicoll Ave,Don Mills Rd,East,Mcnicoll Ave,South,10321,17,,Corral,Existing,C2410321,0,316545.077,4851046.135,-79.354040477,43.799285567,"{u'type': u'Point', u'coordinates': (-79.3540404785, 43.7992855704)}"
677896,148,PS-00530,3350,Victoria Park Ave,Mcnicoll Ave,South,Victoria Park Ave,West,10324,17,,Corral,Existing,K2410324,0,317931.778,4851559.649,-79.33679502,43.803884447,"{u'type': u'Point', u'coordinates': (-79.3367950213, 43.8038844468)}"
677897,151,PS-00153,1,Front St W,Front St W,South,Bay St,East,06035,10,Financial District,Corral,Temporarily Removed,K2806035,0,314583.044,4834009.322,-79.378732898,43.645961885,"{u'type': u'Point', u'coordinates': (-79.3787328988, 43.6459618901)}"
677898,156,PS-01030,800,Islington Ave,Islington Ave,West,The Queensway,South,11639,3,shoptheQueensway.com,Corral,Existing,K0511639,0,303606.619,4831482.024,-79.514787158,43.623276065,"{u'type': u'Point', u'coordinates': (-79.5147871593, 43.6232760689)}"
677899,157,PS-01032,748,The Queensway,Uno Dr,East,The Queensway,North,11640,3,shoptheQueensway.com,Corral,Existing,K0511640,0,304514.885,4831827.926,-79.50353303899999,43.626390575,"{u'type': u'Point', u'coordinates': (-79.5035330365, 43.6263905735)}"
677900,158,PS-01035,2469,Bloor St W,Bloor St W,South,South Kingsway,East,11642,4,Bloor West Village,Corral,Existing,K1311642,0,306019.32899999997,4834329.2639999995,-79.48488489399999,43.648905125,"{u'type': u'Point', u'coordinates': (-79.4848848969, 43.6489051262)}"
677901,159,PS-01037,2243,Bloor St W,Bloor St W,South,Beresford Ave,West,11644,4,Bloor West Village,Corral,Existing,K1311644,0,306632.011,4834541.119,-79.47728922,43.650810852,"{u'type': u'Point', u'coordinates': (-79.4772892217, 43.6508108531)}"
677902,160,PS-01038,2141,Bloor St W,Bloor St W,South,Harcroft Rd,West,11645,4,Bloor West Village,Corral,Existing,K1311645,0,306925.232,4834631.56,-79.47365391,43.651624158999994,"{u'type': u'Point', u'coordinates': (-79.4736539114, 43.6516241651)}"
677903,162,PS-00667,2195,Bloor St W,Bloor St W,South,Kennedy Ave,East,10545,4,Bloor West Village,Corral,Existing,K1310545,0,306806.929,4834594.529,-79.47512062199999,43.651291161,"{u'type': u'Point', u'coordinates': (-79.4751206282, 43.6512911644)}"
677904,164,PS-00683,781,Steeles Ave W,Steeles Ave W,South,Bathurst St,East,10604,18,,Corral,Existing,K1010604,0,309253.289,4850285.896000001,-79.444663905,43.792522358999996,"{u'type': u'Point', u'coordinates': (-79.4446639088, 43.7925223651)}"
677905,165,PS-00686,4455,Bathurst St,Bathurst St,East,Canyon Ave,North,10606,6,,Corral,Existing,K1010606,0,309721.125,4846447.215,-79.438885826,43.757966823000004,"{u'type': u'Point', u'coordinates': (-79.4388858309, 43.7579668255)}"
677906,166,PS-00688,2453,Yonge St,Erskine Ave,North,Yonge St,East,10406,15,Uptown Yonge,Corral,Existing,K2510406,0,312938.523,4841256.307,-79.399008404,43.711214,"{u'type': u'Point', u'coordinates': (-79.3990084053, 43.7112140027)}"
677907,167,PS-00690,2074,Danforth Ave,Danforth Ave,North,Woodbine Ave,West,10407,19,Danforth Mosaic,Corral,Existing,K3110407,0,319855.599,4838429.522,-79.313253174,43.685661371,"{u'type': u'Point', u'coordinates': (-79.3132531791, 43.6856613751)}"
677908,168,PS-00692,1101,Victoria Park Ave,Victoria Park Ave,East,St Clair Ave E,South,10409,20,,Corral,Existing,K3510409,0,321262.711,4840967.836,-79.295722183,43.708479473999994,"{u'type': u'Point', u'coordinates': (-79.2957221814, 43.7084794776)}"
677909,169,PS-00699,2500,Sheppard Ave E,Victoria Park Ave,West,Sheppard Ave E,North,10583,17,,Corral,Existing,K3310583,0,319020.45399999997,4848408.319,-79.323348309,43.775498893999995,"{u'type': u'Point', u'coordinates': (-79.3233483111, 43.775498894)}"
677910,170,PS-00701,3300,Steeles Ave E,Steeles Ave E,North,Victoria Park Ave,West,10584,17,,Corral,Existing,K2410584,0,317505.995,4852867.279,-79.34205573,43.815661955,"{u'type': u'Point', u'coordinates': (-79.342055724, 43.8156619565)}"
677911,171,PS-00702,,,Eglinton Ave E,North,Don Mills Rd,East,10585,16,,Corral,Temporarily Removed,K2610585,0,317796.738,4842343.044,-79.338696372,43.720926797,"{u'type': u'Point', u'coordinates': (-79.3386963742, 43.7209268016)}"
677912,172,PS-00704,,,Don Mills Rd,West,Eglinton Ave E,South,10586,16,,Corral,Temporarily Removed,K2610586,0,317772.57300000003,4842247.8780000005,-79.338998577,43.720070612,"{u'type': u'Point', u'coordinates': (-79.3389985808, 43.7200706148)}"
677913,173,PS-00706,1222,York Mills Rd,York Mills Rd,North,Sandover Dr,East,10571,16,,Corral,Existing,K3410571,0,318340.723,4846670.2360000005,-79.331835974,43.759866908,"{u'type': u'Point', u'coordinates': (-79.3318359772, 43.7598669095)}"
677914,174,PS-00710,3270,Finch Ave E,Warden Ave,West,Finch Ave E,North,10573,22,,Corral,Existing,K3910573,0,319599.224,4850808.895,-79.31609242,43.797095378,"{u'type': u'Point', u'coordinates': (-79.3160924195, 43.7970953803)}"
677915,175,PS-00712,25,Silver Springs Blvd,Finch Ave E,North,Birchmount Rd,East,10575,22,,Corral,Existing,K3910575,0,320449.312,4851049.505,-79.30552154600001,43.79924364399999,"{u'type': u'Point', u'coordinates': (-79.3055215466, 43.7992436424)}"
677916,176,PS-00714,,,Finch Ave E,North,Midland Ave,East,10576,23,,Corral,Existing,K4110576,0,322012.32,4851578.498,-79.286080745,43.803970439,"{u'type': u'Point', u'coordinates': (-79.2860807402, 43.8039704374)}"
677917,177,PS-00716,60,Tuxedo Crt,Tuxedo Crt,North,Markham Rd,East,10578,24,,Corral,Existing,K3810578,0,326322.897,4848893.758,-79.232616031,43.779692153999996,"{u'type': u'Point', u'coordinates': (-79.2326160284, 43.7796921575)}"
677918,178,PS-00724,,,Sheppard Ave E,South,Mccowan Rd,West,10567,23,Sheppard East Village,Corral,Existing,K4110567,0,324192.022,4849967.783,-79.259049311,43.789418396,"{u'type': u'Point', u'coordinates': (-79.2590493156, 43.7894183957)}"
677919,179,PS-00726,3607,Sheppard Ave E,Sheppard Ave E,South,Birchmount Rd,West,10568,22,,Corral,Existing,K4010568,0,321024.887,4849003.081,-79.29843066800001,43.780811208,"{u'type': u'Point', u'coordinates': (-79.2984306693, 43.7808112115)}"
677920,180,PS-00728,2800,Kennedy Rd,Finch Ave E,South,Kennedy Rd,West,10570,22,,Corral,Existing,K3910570,0,321159.465,4851253.295,-79.296690113,43.801062613999996,"{u'type': u'Point', u'coordinates': (-79.2966901068, 43.8010626122)}"
677921,181,PS-00734,3490,Kingston Rd,Markham Rd,West,Kingston Rd,North,10703,20,,Corral,Existing,K3610703,0,327564.413,4844375.749,-79.217384053,43.738988072,"{u'type': u'Point', u'coordinates': (-79.2173840479, 43.738988077)}"
677922,182,PS-00736,5,Parma Crt,Victoria Park Ave,West,Parma Crt,South,10704,19,,Corral,Existing,K3410704,0,320969.924,4841838.571,-79.299329066,43.716323581000005,"{u'type': u'Point', u'coordinates': (-79.2993290617, 43.7163235794)}"
677923,183,PS-00742,1061,St Clair Ave W,St Clair Ave W,South,Glenholme Ave,West,10667,9,Regal Heights Village,Corral,Existing,K1710667,0,309716.30199999997,4837642.819,-79.439026148,43.678716298000005,"{u'type': u'Point', u'coordinates': (-79.4390261433, 43.678716299)}"
677924,184,PS-00744,370,Broadview Ave,Broadview Ave,West,Gerrard St E,North,10658,14,,Corral,Existing,K3010658,0,316667.243,4836204.795,-79.352849738,43.665693728,"{u'type': u'Point', u'coordinates': (-79.3528497438, 43.6656937266)}"
677925,185,PS-00746,363,Broadview Ave,Broadview Ave,East,Gerrard St E,North,10659,14,,Corral,Existing,K3010659,0,316684.28,4836209.0139999995,-79.3526384,43.665731433000005,"{u'type': u'Point', u'coordinates': (-79.3526383979, 43.665731431)}"
677926,186,PS-00749,2553,Danforth Ave,Danforth Ave,South,Main St,East,10661,19,Danforth Village,Corral,Existing,K3210661,0,320816.372,4838707.36,-79.301327743,43.688142175,"{u'type': u'Point', u'coordinates': (-79.3013277459, 43.6881421739)}"
677927,231,PS-00034,2558,Yonge St,Yonge St,West,Briar Hill Ave,South,06007,8,Uptown Yonge,Corral,Existing,K1406007,0,312855.469,4841518.49,-79.400035109,43.713574878,"{u'type': u'Point', u'coordinates': (-79.4000351051, 43.7135748833)}"
677928,233,PS-00036,434,Eglinton Ave W,Castle Knock Rd,East,Eglinton Ave W,North,06011,8,The Eglinton Way,Corral,Existing,K1606011,0,311923.703,4840465.61,-79.411611836,43.704107161,"{u'type': u'Point', u'coordinates': (-79.4116118324, 43.704107166)}"
677929,235,PS-00017,1435,Queen St W,Jameson Ave,West,Queen St W,South,06015,4,Parkdale Village,Corral,Existing,K1406015,0,309860.064,4833377.018999999,-79.437283131,43.64031741,"{u'type': u'Point', u'coordinates': (-79.4372831338, 43.6403174116)}"
677930,240,PS-00186,98,Frank Rivers Dr,Steeles Ave E,South,Warden Ave,West,06056,22,,Corral,Existing,K3906056,0,318892.798,4853285.157,-79.32480588600001,43.819398172,"{u'type': u'Point', u'coordinates': (-79.3248058855, 43.8193981755)}"
677931,241,PS-00187,,,Steeles Ave E,North,Warden Ave,East,06059,22,,Corral,Existing,K3906059,0,318962.285,4853344.839,-79.32394048,43.819934045,"{u'type': u'Point', u'coordinates': (-79.3239404858, 43.8199340487)}"
677932,242,PS-00164,1182,Danforth Ave,Danforth Ave,North,Greenwood Ave,West,06270,14,Danforth Mosaic,Corral,Existing,K2906270,0,318291.689,4837962.24,-79.332663227,43.681485288000005,"{u'type': u'Point', u'coordinates': (-79.3326632302, 43.6814852887)}"
677933,243,PS-00166,1096,Danforth Ave,Danforth Ave,North,Caithness Ave,East,06331,14,Danforth Mosaic,Corral,Existing,K2906331,0,318126.462,4837913.187,-79.334713741,43.68104673,"{u'type': u'Point', u'coordinates': (-79.3347137365, 43.6810467307)}"
677934,245,PS-00056,740,Bloor St W,Christie St,West,Bloor St W,North,06563,11,Korea Town,Corral,Existing,K1906563,0,311366.61600000004,4835977.612,-79.41857860399999,43.663714488000004,"{u'type': u'Point', u'coordinates': (-79.418578602, 43.6637144891)}"
677935,246,PS-00010,3757,Bathurst St,Bathurst St,East,Wilson Ave,North,06826,6,,Corral,Existing,K1006826,0,310119.968,4844209.438999999,-79.433954864,43.737821399,"{u'type': u'Point', u'coordinates': (-79.4339548578, 43.7378213979)}"
677936,247,PS-00040,3069,Bathurst St,Lawrence Ave W,South,Bathurst St,East,07210,8,,Corral,Existing,K1607210,0,310478.7,4842142.204,-79.429523175,43.719211072,"{u'type': u'Point', u'coordinates': (-79.4295231767, 43.7192110781)}"
677937,248,PS-00106,5633,Yonge St,Yonge St,East,Finch Ave E,North,07277,18,,Corral,Existing,K2407277,0,311592.988,4848973.904,-79.415607706,43.780695168,"{u'type': u'Point', u'coordinates': (-79.415607702, 43.7806951728)}"
677938,249,PS-00453,4727,Eglinton Ave W,Eglinton Ave W,South,Lloyd Manor Rd,West,10083,2,,Corral,Existing,K0310083,0,300117.813,4837271.844,-79.55806705399999,43.675378545,"{u'type': u'Point', u'coordinates': (-79.5580670543, 43.6753785483)}"
677939,250,PS-00459,,,Steeles Ave E,North,Brimley Rd,East,10087,23,,Corral,Existing,K4110087,0,321953.084,4854306.45,-79.286729557,43.828526208,"{u'type': u'Point', u'coordinates': (-79.2867295626, 43.8285262089)}"
677940,251,PS-00461,,,Steeles Ave E,North,Mccowan Rd,East,10091,23,,Corral,Existing,K4110091,0,322917.666,4854617.8719999995,-79.27472611399999,43.831306305,"{u'type': u'Point', u'coordinates': (-79.2747261153, 43.8313063114)}"
677941,252,PS-00463,418,Lonsdale Rd,Lonsdale Rd,West,Spadina Rd,North,09683,12,Forest Hill Village,Corral,Existing,K2109683,0,311825.815,4838767.268999999,-79.412848529,43.68882085600001,"{u'type': u'Point', u'coordinates': (-79.4128485309, 43.6888208592)}"
677942,253,PS-00465,2201,Finch Ave W,Finch Ave W,South,Arrow Rd,West,10113,7,Emery Village,Corral,Temporarily Removed,K0710113,0,301851.485,4845899.837,-79.53661384600001,43.753050241000004,"{u'type': u'Point', u'coordinates': (-79.5366138419, 43.7530502437)}"
677943,254,PS-00473,4931,Bathurst St,Bathurst St,East,Finch Ave W,South,10121,18,,Corral,Existing,K2310121,0,309413.955,4848164.051,-79.442685737,43.773422341999996,"{u'type': u'Point', u'coordinates': (-79.4426857404, 43.773422342)}"
677944,255,PS-00475,206,Hilda Ave,Steeles Ave W,South,Hilda Ave,West,10122,18,,Corral,Existing,K2310122,0,310463.034,4850652.834,-79.429627878,43.795816951000006,"{u'type': u'Point', u'coordinates': (-79.4296278816, 43.7958169542)}"
677945,256,PS-00477,6114,Yonge St,Yonge St,West,Homewood Ave,North,10124,18,,Corral,Existing,K2310124,0,311348.25899999996,4850165.9180000005,-79.41863352899999,43.79142686,"{u'type': u'Point', u'coordinates': (-79.4186335233, 43.7914268595)}"
677946,257,PS-00481,270,Scarlett Rd,Scarlett Rd,West,East Dr,North,10197,5,,Corral,Existing,K1110197,0,304290.31899999996,4837465.532,-79.506321093,43.677136566,"{u'type': u'Point', u'coordinates': (-79.5063210928, 43.6771365695)}"
677947,258,PS-00484,2840,Weston Rd,Weston Rd,West,Flindon Rd,North,10200,7,,Corral,Existing,K0710200,0,301774.203,4842327.333000001,-79.537553407,43.720893023,"{u'type': u'Point', u'coordinates': (-79.5375534062, 43.720893029)}"
677948,259,PS-00489,3328,Weston Rd,Weston Rd,West,Imogene Ave,North,10204,7,Emery Village,Corral,Existing,K0710204,0,301532.55,4844792.446,-79.540567557,43.743081053999994,"{u'type': u'Point', u'coordinates': (-79.5405675548, 43.7430810534)}"
677949,260,PS-00493,,,Islington Ave,West,Rowntree Mill Rd,South,10208,7,,Corral,Existing,K0710208,0,299245.168,4846068.818,-79.568980089,43.75455632600001,"{u'type': u'Point', u'coordinates': (-79.5689800933, 43.7545563244)}"
677950,261,PS-00495,,,Steeles Ave W,South,Islington Ave,West,10210,7,,Corral,Existing,K0710210,0,298738.437,4847128.022,-79.57528465,43.764086435,"{u'type': u'Point', u'coordinates': (-79.5752846443, 43.7640864407)}"
677951,262,PS-00501,150,King St E,Jarvis St,East,King St E,North,10282,13,St. Lawrence Market Neighbourhood,Corral,Temporarily Removed,K2810282,0,315135.787,4834529.683999999,-79.371871353,43.650638375,"{u'type': u'Point', u'coordinates': (-79.3718713553, 43.650638373)}"
677952,263,PS-00503,60,Queen St E,Church St,East,Queen St E,North,10284,13,,Corral,Temporarily Removed,K2810284,0,314824.615,4834827.053,-79.375723298,43.653319347,"{u'type': u'Point', u'coordinates': (-79.3757233025, 43.6533193502)}"
677953,265,PS-00509,250,Davisville Ave,Mount Pleasant Rd,East,Davisville Ave,North,10287,15,Mount Pleasant Village,Corral,Existing,K2210287,0,313915.398,4840074.425,-79.386906309,43.700564222,"{u'type': u'Point', u'coordinates': (-79.3869063083, 43.7005642273)}"
677954,266,PS-00511,1343,Yonge St,Yonge St,East,Rosehill Ave,South,10226,12,Yonge & St. Clair,Corral,Existing,K2210226,0,313421.585,4838438.138,-79.393059149,43.68584145,"{u'type': u'Point', u'coordinates': (-79.3930591538, 43.6858414507)}"
677955,267,PS-00519,1264,York Mills Rd,York Mills Rd,North,Fenside Dr,East,10233,16,,Corral,Existing,K3410233,0,318692.646,4846779.428,-79.32746259,43.760843243000004,"{u'type': u'Point', u'coordinates': (-79.327462594, 43.7608432488)}"
677956,268,PS-00521,1,Underhill Dr,Lawrence Ave E,North,Underhill Dr,East,10317,16,,Corral,Existing,K3410317,0,318948.106,4844572.428,-79.324348069,43.740972852,"{u'type': u'Point', u'coordinates': (-79.3243480738, 43.7409728554)}"
677957,269,PS-00525,4001,Don Mills Rd,Freshmeadow Dr,North,Don Mills Rd,East,10320,17,,Corral,Existing,K2410320,0,316158.516,4852144.355,-79.35882109,43.809176783000005,"{u'type': u'Point', u'coordinates': (-79.3588210931, 43.8091767822)}"
677958,270,PS-00531,18,The Donway E,Lawrence Ave E,South,The Donway E,West,T5259,16,,Corral,Existing,K3405259,0,317586.085,4844185.243,-79.341267014,43.737512468,"{u'type': u'Point', u'coordinates': (-79.3412670115, 43.7375124666)}"
677959,271,PS-00537,346,Yonge St,Elm St,South,Yonge St,West,10330,11,Downtown Yonge,Corral,Temporarily Removed,K2710330,0,314331.447,4835321.066000001,-79.38182845,43.657772608,"{u'type': u'Point', u'coordinates': (-79.3818284494, 43.6577726094)}"
677960,272,PS-00539,91,Gerrard St E,Gerrard St E,South,Elizabeth St,East,10332,11,,Corral,Temporarily Removed,K2710332,0,313992.815,4835366.922,-79.38602604399999,43.658189635,"{u'type': u'Point', u'coordinates': (-79.3860260437, 43.6581896374)}"
677961,273,PS-00543,,,Don Mills Rd,East,George Henry Blvd,South,10361,17,,Corral,Existing,K3310361,0,317178.777,4848151.827,-79.346232122,43.773223245,"{u'type': u'Point', u'coordinates': (-79.3462321259, 43.7732232455)}"
677962,274,PS-00547,2035,Sheppard Ave E,Sheppard Ave E,South,Herons Hill Way,West,10364,17,,Corral,Existing,K3310364,0,318026.925,4848405.04,-79.33569032300001,43.77548779,"{u'type': u'Point', u'coordinates': (-79.3356903211, 43.7754877884)}"
677963,275,PS-00555,29,Gailong Crt,Parkwoods Village Dr,South,Gailong Crt,West,10371,16,,Corral,Existing,K3410371,0,319196.373,4846623.921,-79.32121084100001,43.759433893,"{u'type': u'Point', u'coordinates': (-79.321210838, 43.759433893)}"
677964,276,PS-00557,826,The Queensway,The Queensway,North,Loma Rd,East,10381,3,shoptheQueensway.com,Corral,Existing,K0510381,0,304120.917,4831689.741,-79.50841475899999,43.62514646100001,"{u'type': u'Point', u'coordinates': (-79.5084147643, 43.6251464599)}"
677965,277,PS-00561,,,Kipling Ave,East,The Westway,South,10385,2,,Corral,Existing,K0410385,0,300416.56,4838381.383,-79.55437111,43.685367675,"{u'type': u'Point', u'coordinates': (-79.554371105, 43.6853676746)}"
677966,278,PS-00563,301,Dixon Rd,Dixon Rd,South,Wincott Dr,West,10387,2,,Corral,Existing,K0410387,0,300569.202,4839517.482,-79.552486693,43.695594921,"{u'type': u'Point', u'coordinates': (-79.5524866893, 43.6955949207)}"
677967,279,PS-00565,5001,Steeles Ave W,Steeles Ave W,South,Weston Rd,West,10388,7,Emery Village,Corral,Temporarily Removed,K0710388,0,301010.544,4847788.458000001,-79.547069741,43.770046242,"{u'type': u'Point', u'coordinates': (-79.547069737, 43.7700462439)}"
677968,280,PS-00569,500,Trethewey Dr,Trethewey Dr,North,Black Creek Dr,West,10392,5,,Corral,Existing,K1210392,0,305776.072,4839500.594,-79.487891017,43.695454313999996,"{u'type': u'Point', u'coordinates': (-79.4878910153, 43.6954543157)}"
677969,283,PS-00579,280,King St W,King St W,North,Bay St,West,10442C,10,Financial District,Corral,Existing,,0,314438.128,4834308.68,-79.380523883,43.648658407,"{u'type': u'Point', u'coordinates': (-79.3805238809, 43.6486584067)}"
677970,285,PS-00589,2140,Avenue Rd,Wilson Ave,South,Avenue Rd,West,10449,8,,Corral,Existing,K1610449,0,311073.643,4844415.041,-79.422112998,43.739664611,"{u'type': u'Point', u'coordinates': (-79.422112999, 43.7396646111)}"
677971,286,PS-00591,1887,Avenue Rd,Avenue Rd,East,Roe Ave,North,10451,8,,Corral,Temporarily Removed,K1610451,0,311300.13800000004,4843630.631,-79.41931055399999,43.732602012,"{u'type': u'Point', u'coordinates': (-79.4193105577, 43.7326020159)}"
